sepal_length,sepal_width,petal_length,petal_width,setosa,virginica,versicolor
0.611111111111,0.416666666667,0.71186440678,0.791666666667,0.0,1.0,0.0
0.472222222222,0.0833333333333,0.508474576271,0.375,0.0,0.0,1.0
0.416666666667,0.291666666667,0.491525423729,0.458333333333,0.0,0.0,1.0
0.194444444444,0.541666666667,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.666666666667,0.416666666667,0.71186440678,0.916666666667,0.0,1.0,0.0
0.805555555556,0.416666666667,0.813559322034,0.625,0.0,1.0,0.0
0.722222222222,0.5,0.796610169492,0.916666666667,0.0,1.0,0.0
0.444444444444,0.5,0.64406779661,0.708333333333,0.0,0.0,1.0
0.527777777778,0.0833333333333,0.593220338983,0.583333333333,0.0,0.0,1.0
0.805555555556,0.5,0.847457627119,0.708333333333,0.0,1.0,0.0
0.194444444444,0.583333333333,0.0847457627119,0.0416666666667,1.0,0.0,0.0
0.5,0.416666666667,0.661016949153,0.708333333333,0.0,1.0,0.0
0.583333333333,0.5,0.728813559322,0.916666666667,0.0,1.0,0.0
0.583333333333,0.5,0.593220338983,0.583333333333,0.0,0.0,1.0
0.194444444444,0.5,0.0338983050847,0.0416666666667,1.0,0.0,0.0
0.194444444444,0.666666666667,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.222222222222,0.708333333333,0.0847457627119,0.125,1.0,0.0,0.0
0.666666666667,0.458333333333,0.627118644068,0.583333333333,0.0,0.0,1.0
0.388888888889,0.333333333333,0.525423728814,0.5,0.0,0.0,1.0
0.25,0.625,0.0847457627119,0.0416666666667,1.0,0.0,0.0
0.5,0.333333333333,0.627118644068,0.458333333333,0.0,0.0,1.0
0.333333333333,0.125,0.508474576271,0.5,0.0,0.0,1.0
1.0,0.75,0.915254237288,0.791666666667,0.0,1.0,0.0
0.472222222222,0.375,0.593220338983,0.583333333333,0.0,0.0,1.0
0.305555555556,0.583333333333,0.118644067797,0.0416666666667,1.0,0.0,0.0
